task_id,execution_time,ergonomic_value,predecessors,area,previous_station
0,5,3,[],internal,3
1,7,1,[],internal,0
2,7,3,[0],external,0
3,3,4,"[1, 0]",external,0
4,2,5,[],external,1
5,7,4,[0],internal,0
6,4,2,"[4, 2, 3]",external,1
7,5,2,[4],external,2
8,4,5,[6],internal,1
9,1,2,[],external,0
10,4,5,[1],internal,3
11,2,4,"[8, 5, 2]",external,1
12,1,1,"[11, 8]",internal,3
13,5,4,"[1, 6, 12]",external,3
14,7,5,[0],internal,0
15,5,1,[],internal,2
16,7,5,[15],internal,3
17,1,5,[],external,1
18,1,4,"[14, 11]",external,1
19,1,2,"[16, 8, 18]",external,0
20,3,2,[],external,1
21,3,4,"[20, 1]",external,2
22,2,5,"[3, 20]",external,0
23,2,4,[19],external,2
24,1,1,[],external,2
25,1,2,[4],external,0
26,3,3,[],internal,3
27,5,1,[5],external,1
28,2,4,[23],external,1
29,6,4,[],internal,1
30,4,3,"[17, 9]",internal,1
