instance,stations,CT_reb,min_workers,runtime,nodecount,solcount,mipgap,objval,MSF,eff_givenCT,Tavg,fairT,MAD_T,MADpct_T,Eavg,fairE,MAD_E,MADpct_E,status,input_file,output_results,output_assignment
BOWMAN8,3,25.0,4,0.0008192062377929688,0,1,0.0,0.3498194639127352,0.42857142857142855,0.7499999999925,18.75,19.0,4.7499999988125,25.33333332564889,15.715658840601515,18.106313568031347,4.526578390876192,28.80298202257811,OK,BOWMAN8_run1_S3_W3_CT28.csv,BOWMAN8_run1_S3_W4_results.csv,BOWMAN8_run1_S3_W4_assignment.csv
JAESCHKE,3,10.0,5,0.0008211135864257812,0,1,0.0,0.08857358445962327,1.0,0.7399999999852,7.4,5.6,1.119999999776,15.13513513006282,5.497995968175945,4.225780411725279,0.8451560821760246,15.372075332799835,OK,JAESCHKE_run1_S3_W5_CT9.csv,JAESCHKE_run1_S3_W5_results.csv,JAESCHKE_run1_S3_W5_assignment.csv
JACKSON,4,8.0,7,0.001096963882446289,0,1,0.0,0.3010776839152767,0.5555555555555556,0.8214285714139031,6.571428571428571,9.428571428571429,1.3469387753177844,20.49689440389067,5.492625649144137,11.166226846477098,1.5951752635545604,29.04212602788067,OK,JACKSON_run1_S4_W6_CT9.csv,JACKSON_run1_S4_W7_results.csv,JACKSON_run1_S4_W7_assignment.csv
HAHN,4,2902.0,5,0.03639698028564453,1,5,0.0,0.10172999391192053,0.9069767441860526,0.9666436940040685,2805.2,348.79999999999995,69.75999998604799,2.486810209112474,5566.422216860765,5236.0030636975,1047.2006125300597,18.812813181110972,OK,HAHN_run1_S4_W6_CT2872.csv,HAHN_run1_S4_W5_results.csv,HAHN_run1_S4_W5_assignment.csv
MANSOOR,3,45.0,5,0.001299142837524414,0,1,0.0,0.35155359436008377,0.25925925925925924,0.8222222222185679,37.0,40.0,7.9999999984,21.621621616712932,61.28099475673896,41.71466700426885,8.342933399185183,13.614226453351728,OK,MANSOOR_run1_S3_W3_CT62.csv,MANSOOR_run1_S3_W5_results.csv,MANSOOR_run1_S3_W5_assignment.csv
MERTENS,4,7.0,5,0.002109050750732422,1,2,0.0,0.24895210348936017,0.6666666666666666,0.8285714285477552,5.8,3.2,0.6399999998720001,11.034482754511297,4.432656917707574,7.138669978421939,1.427733995398841,32.2094405586238,OK,MERTENS_run1_S4_W6_CT6.csv,MERTENS_run1_S4_W5_results.csv,MERTENS_run1_S4_W5_assignment.csv
MITCHELL,5,18.0,6,0.00584101676940918,1,2,0.0,0.051819203315921325,0.9999999999999997,0.9722222222132201,17.5,3.0,0.49999999991666666,2.8571428565034016,18.900781421366272,14.479491598726614,2.413248599385561,12.767983214333347,OK,MITCHELL_run3_S5_W6_CT20.csv,MITCHELL_run3_S5_W6_results.csv,MITCHELL_run3_S5_W6_assignment.csv
LUTZ1,10,1572.0,10,0.32431507110595703,189,5,0.0,0.18062150637746074,0.6346153846153849,0.8994910941475255,1414.0,724.0,72.39999999276,5.120226307829477,1353.5436500994715,1765.3447429204311,176.53447427438965,13.04239240908749,OK,LUTZ1_run3_S10_W11_CT1414.csv,LUTZ1_run3_S10_W10_results.csv,LUTZ1_run3_S10_W10_assignment.csv
ROSZIEG,8,14.0,10,0.03537893295288086,1,6,0.0,0.2851490404298759,0.39999999999999997,0.8928571428507653,12.5,13.0,1.29999999987,10.399999998128,12.29968770174744,19.99805958177831,1.9998059579778504,16.258997840499188,OK,ROSZIEG_run3_S8_W8_CT16.csv,ROSZIEG_run3_S8_W10_results.csv,ROSZIEG_run3_S8_W10_assignment.csv
BUXEY,9,29.0,12,0.43479490280151367,223,4,0.0,0.38389619324003665,0.1527777777777778,0.9310344827559454,27.0,18.0,1.499999999875,5.555555554886831,29.011674058176,87.9896987380665,7.332474894227835,25.274221953795433,OK,BUXEY_run1_S9_W11_CT33.csv,BUXEY_run1_S9_W12_results.csv,BUXEY_run1_S9_W12_assignment.csv
GUNTHER,9,54.0,9,0.48181796073913574,234,7,0.0,0.30476884070946886,0.2309523809523809,0.9938271604917823,53.666666666666664,4.000000000000001,0.4444444443950618,0.8281573497890315,73.61034583116847,90.78040460792874,10.086711621982449,13.702845038902742,OK,GUNTHER_run1_S9_W10_CT50.csv,GUNTHER_run1_S9_W9_results.csv,GUNTHER_run1_S9_W9_assignment.csv
TONGE70,5,552.0,7,0.8342249393463135,76,3,0.0,0.1481464380750883,0.7619047619047598,0.9083850931674667,501.42857142857144,456.8571428571422,65.26530611312528,13.015873013987632,672.9259937850472,415.03974513074076,59.291392153064194,8.810982589552863,OK,TONGE70_run1_S5_W8_CT527.csv,TONGE70_run1_S5_W7_results.csv,TONGE70_run1_S5_W7_assignment.csv
HESKIA,6,138.0,8,2.0989270210266113,1082,10,0.0,0.1758983103199796,0.5797101449275363,0.9275362318832178,128.0,32.0,3.9999999995,3.1249999995849613,196.38581857772252,123.20392944087111,15.400491178183827,7.841956863097241,OK,HESKIA_run1_S6_W6_CT205.csv,HESKIA_run1_S6_W8_results.csv,HESKIA_run1_S6_W8_assignment.csv
SAWYER30,9,27.0,13,1.8311388492584229,988,3,0.0,0.21906646870460098,0.611111111111111,0.9230769230742932,24.923076923076923,21.384615384615387,1.6449704140746475,6.600189932750739,28.08323673455671,75.71279748951213,5.824061344899082,20.738568704671888,OK,SAWYER30_run1_S9_W14_CT25.csv,SAWYER30_run1_S9_W13_results.csv,SAWYER30_run1_S9_W13_assignment.csv
KILBRID,7,56.0,10,11.044737815856934,4997,10,0.0,0.2150356902942273,0.5603174603174593,0.9857142857125255,55.2,6.4,0.639999999936,1.1594202897181265,69.56849703782294,134.96007352738945,13.496007351389345,19.399595974968168,OK,KILBRID_run1_S7_W9_CT62.csv,KILBRID_run1_S7_W10_results.csv,KILBRID_run1_S7_W10_assignment.csv
LUTZ3,19,83.0,21,39.35061001777649,7534,10,0.0,0.1760754399693429,0.6385582010582013,0.9432013769357755,78.28571428571429,87.14285714285715,4.149659863747976,5.30066040982934,102.76913347152549,252.04756863400706,12.002265172476418,11.678861898436779,OK,LUTZ3_run1_S19_W24_CT75.csv,LUTZ3_run1_S19_W21_results.csv,LUTZ3_run1_S19_W21_assignment.csv
ARC83,15,3985.0,20,379.6072750091553,89650,10,4.976458984442006e-05,0.21297436001482178,0.6524875621890555,0.9498996235884447,3785.35,2737.7,136.88499999315573,3.6161781603582117,4527.702115736179,23277.87459333341,1163.8937296084757,25.70605794853569,OK,ARC83_run1_S15_W22_CT3786.csv,ARC83_run1_S15_W20_results.csv,ARC83_run1_S15_W20_assignment.csv
WARNECKE,14,86.0,19,1663.536050081253,482125,10,8.068836867136508e-05,0.15322117637923563,0.7269503546099296,0.9473684210520518,81.47368421052632,53.4736842105264,2.814404431984842,3.454372364796877,82.56101810342604,241.39824256892484,12.705170660853668,15.388825080601269,OK,WARNECKE_run1_S14_W21_CT78.csv,WARNECKE_run1_S14_W19_results.csv,WARNECKE_run1_S14_W19_assignment.csv
MUKHERJE,18,192.0,23,5400.00226187706,171324,10,0.29054862387608543,0.15850699143413588,0.7991228070175416,0.9528985507244218,182.95652173913044,205.56521739129437,8.93761814705899,4.885104975789762,241.32516285156137,1266.0291605970883,55.04474611052363,22.80936867911841,OK,MUKHERJE_run1_S18_W25_CT176.csv,MUKHERJE_run1_S18_W23_results.csv,MUKHERJE_run1_S18_W23_assignment.csv
LUTZ2,37,13.0,41,5400.002429962158,227587,10,0.505894823526501,0.19471388371746112,0.6481481481481477,0.9099437148200564,11.829268292682928,36.9268292682838,0.9006543723751986,7.613779229744637,11.78953338400708,78.793653902102,1.921796436589761,16.300869371418358,OK,LUTZ2_run1_S37_W46_CT12.csv,LUTZ2_run1_S37_W41_results.csv,LUTZ2_run1_S37_W41_assignment.csv
WEE-MAG,22,50.0,32,5400.001215934753,216767,10,0.6154146632956873,0.08043474653459703,0.9083333333333325,0.9368749999994145,46.84375,76.87499428136803,2.402343571217678,5.128418564197773,37.20853341878336,120.96131239116878,3.7800410121058983,10.159070150548029,OK,WEE-MAG_run1_S22_W30_CT56.csv,WEE-MAG_run1_S22_W32_results.csv,WEE-MAG_run1_S22_W32_assignment.csv
