task_id,station,execution_time,ergonomic_value,area_binary
1,0,458.0,514.1856664563145,0
2,1,276.0,306.72539689469306,0
3,0,520.0,393.1722159029607,1
4,3,1400.0,906.8714261212074,0
5,0,352.0,395.62509807307646,0
6,1,196.0,239.8773474668724,1
7,1,214.0,220.1111045018954,0
8,4,456.0,400.0688712639674,0
9,1,646.0,543.1983834037935,0
10,5,512.0,367.6424248470014,0
11,2,408.0,347.55894810829125,0
12,2,262.0,259.10643927759725,0
13,2,544.0,534.4972277207077,0
14,2,202.0,267.93035390137857,0
15,4,458.0,367.53143927341705,0
16,5,694.0,502.4136016191793,0
17,4,616.0,553.9714670446514,0
18,6,678.0,482.94748988174223,0
19,5,328.0,487.2548000846692,0
20,6,324.0,744.8152070049547,1
21,6,100.0,285.64293849883563,1
22,6,352.0,282.8079788751454,1
23,9,544.0,518.2487014945382,1
24,9,500.0,366.0667100215909,1
25,7,382.0,372.19723787798415,0
26,7,858.0,671.5102247562875,1
27,8,388.0,442.1856040032831,1
28,8,352.0,360.6298981941053,1
29,8,428.0,514.3446728473215,1
30,8,238.0,391.68747629646015,1
31,9,258.0,247.31648843656157,1
32,9,196.0,247.2936608442294,1
