instance,stations,CT_reb,min_workers,runtime,nodecount,solcount,mipgap,objval,MSF,eff_givenCT,Tavg,fairT,MAD_T,MADpct_T,Eavg,fairE,MAD_E,MADpct_E,status,input_file,output_results,output_assignment
BOWMAN8,3,25.0,4,0.0008461475372314453,0,1,0.0,0.3260099401032114,0.5,0.7499999999925,18.75,19.0,4.7499999988125,25.33333332564889,15.715658840601515,18.106313568031347,4.526578390876192,28.80298202257811,OK,BOWMAN8_run1_S3_W3_CT28.csv,BOWMAN8_run1_S3_W4_results.csv,BOWMAN8_run1_S3_W4_assignment.csv
JAESCHKE,5,10.0,5,0.0036242008209228516,1,3,0.0,0.08857358445962216,1.0000000000000002,0.7399999999852,7.4,5.6,1.119999999776,15.13513513006282,5.497995968175945,4.2257804117251805,0.8451560821760049,15.372075332799474,OK,JAESCHKE_run3_S5_W5_CT9.csv,JAESCHKE_run3_S5_W5_results.csv,JAESCHKE_run3_S5_W5_assignment.csv
JACKSON,4,8.0,7,0.0011360645294189453,0,1,0.0,0.28626286910046184,0.6,0.8214285714139031,6.571428571428571,9.428571428571429,1.3469387753177844,20.49689440389067,5.492625649144137,11.166226846477098,1.5951752635545604,29.04212602788067,OK,JACKSON_run1_S4_W6_CT9.csv,JACKSON_run1_S4_W7_results.csv,JACKSON_run1_S4_W7_assignment.csv
JAESCHKE,3,10.0,5,0.0009899139404296875,0,1,0.0,0.08857358445962332,0.9999999999999996,0.7399999999852,7.4,5.6,1.119999999776,15.13513513006282,5.497995968175945,4.225780411725279,0.8451560821760246,15.372075332799835,OK,JAESCHKE_run1_S3_W5_CT9.csv,JAESCHKE_run1_S3_W5_results.csv,JAESCHKE_run1_S3_W5_assignment.csv
JACKSON,6,8.0,7,0.09231114387512207,19,5,0.0,0.1951041834839917,0.7999999999999999,0.8214285714139031,6.571428571428571,7.428571428571428,1.0612244896443148,16.14906831821689,5.492625649144137,9.714347937557534,1.3877639908813957,25.26594891543315,OK,JACKSON_run3_S6_W6_CT9.csv,JACKSON_run3_S6_W7_results.csv,JACKSON_run3_S6_W7_assignment.csv
HAHN,4,2902.0,5,0.045693159103393555,1,4,0.0,0.09850001975171493,0.9166666666666499,0.9666436940040685,2805.2,348.79999999999995,69.75999998604799,2.486810209112474,5566.422216860765,5236.0030636975,1047.2006125300597,18.812813181110972,OK,HAHN_run1_S4_W6_CT2872.csv,HAHN_run1_S4_W5_results.csv,HAHN_run1_S4_W5_assignment.csv
MANSOOR,3,45.0,5,0.0013899803161621094,0,1,0.0,0.3268622363353924,0.3333333333333333,0.8222222222185679,37.0,40.0,7.9999999984,21.621621616712932,61.28099475673896,41.71466700426885,8.342933399185183,13.614226453351728,OK,MANSOOR_run1_S3_W3_CT62.csv,MANSOOR_run1_S3_W5_results.csv,MANSOOR_run1_S3_W5_assignment.csv
MERTENS,4,7.0,5,0.0022652149200439453,1,2,0.0,0.23307908761634427,0.7142857142857142,0.8285714285477552,5.8,3.2,0.6399999998720001,11.034482754511297,4.432656917707574,7.138669978421939,1.427733995398841,32.2094405586238,OK,MERTENS_run1_S4_W6_CT6.csv,MERTENS_run1_S4_W5_results.csv,MERTENS_run1_S4_W5_assignment.csv
MITCHELL,5,18.0,6,0.007246971130371094,1,2,0.0,0.05181920331592116,1.0000000000000018,0.9722222222132201,17.5,3.0,0.49999999991666666,2.8571428565034016,18.900781421366272,14.479491598726614,2.413248599385561,12.767983214333347,OK,MITCHELL_run3_S5_W6_CT20.csv,MITCHELL_run3_S5_W6_results.csv,MITCHELL_run3_S5_W6_assignment.csv
ROSZIEG,8,14.0,10,0.03990507125854492,1,6,0.0,0.29219001061594047,0.3913043478260869,0.8928571428507653,12.5,13.0,1.29999999987,10.399999998128,12.29968770174744,21.526573552946502,2.1526573550793846,17.501723678712064,OK,ROSZIEG_run3_S8_W8_CT16.csv,ROSZIEG_run3_S8_W10_results.csv,ROSZIEG_run3_S8_W10_assignment.csv
LUTZ1,10,1572.0,10,0.46434903144836426,247,2,0.0,0.16917145878131762,0.6689655274038173,0.8994910941475255,1414.0,724.0,72.39999999276,5.120226307829477,1353.5436500994715,1765.3447429204707,176.53447427439363,13.042392409087784,OK,LUTZ1_run3_S10_W11_CT1414.csv,LUTZ1_run3_S10_W10_results.csv,LUTZ1_run3_S10_W10_assignment.csv
BUXEY,9,29.0,12,0.6032209396362305,293,4,0.0,0.39161224262275196,0.12962962962962962,0.9310344827559454,27.0,18.0,1.499999999875,5.555555554886831,29.011674058176,87.98969873806575,7.332474894227773,25.27422195379522,OK,BUXEY_run1_S9_W11_CT33.csv,BUXEY_run1_S9_W12_results.csv,BUXEY_run1_S9_W12_assignment.csv
GUNTHER,9,54.0,9,1.0112638473510742,316,4,0.0,0.29025352560156636,0.3364583333333333,0.9938271604917823,53.666666666666664,4.000000000000001,0.4444444443950618,0.8281573497890315,73.61034583116847,131.82848253265962,14.647609168668001,19.898845743863966,OK,GUNTHER_run1_S9_W10_CT50.csv,GUNTHER_run1_S9_W9_results.csv,GUNTHER_run1_S9_W9_assignment.csv
TONGE70,7,552.0,7,1.0144741535186768,7,9,0.0,0.011083506491726847,0.9999999999999946,0.9083850931674667,501.42857142857144,86.57142857142775,12.367346937008628,2.466422466065178,672.9259937850472,51.08944195076853,7.298491706210005,1.0845905454100375,OK,TONGE70_run3_S7_W7_CT527.csv,TONGE70_run3_S7_W7_results.csv,TONGE70_run3_S7_W7_assignment.csv
SAWYER30,9,27.0,13,1.7466111183166504,1355,7,0.0,0.24170021356056687,0.5432098765432098,0.9230769230742932,24.923076923076923,21.38461538461422,1.6449704140745578,6.600189932750379,28.08323673455671,75.71279748951206,5.824061344899077,20.738568704671867,OK,SAWYER30_run1_S9_W14_CT25.csv,SAWYER30_run1_S9_W13_results.csv,SAWYER30_run1_S9_W13_assignment.csv
TONGE70,5,552.0,7,2.5816049575805664,132,3,0.0,0.1561585318014686,0.7378684807256215,0.9083850931674667,501.42857142857144,456.8571428571422,65.26530611312528,13.015873013987632,672.9259937850472,415.0397451307664,59.291392153067854,8.810982589553406,OK,TONGE70_run1_S5_W8_CT527.csv,TONGE70_run1_S5_W7_results.csv,TONGE70_run1_S5_W7_assignment.csv
SAWYER30,13,27.0,13,3.7071452140808105,2553,10,0.0,0.17675893757499253,0.6913580246913578,0.9230769230742932,24.923076923076923,19.384615384615405,1.4911242602403292,5.98290598220571,28.08323673455671,60.75258309204174,4.673275622105266,16.640801294062893,OK,SAWYER30_run3_S13_W14_CT25.csv,SAWYER30_run3_S13_W13_results.csv,SAWYER30_run3_S13_W13_assignment.csv
HESKIA,6,138.0,8,5.80647087097168,3757,10,0.0,0.18239010708796696,0.6282051282051282,0.9275362318832178,128.0,50.0,6.24999999921875,4.882812499351502,196.38581857772252,204.3757275261069,25.546965937569993,13.008559437976592,OK,HESKIA_run1_S6_W6_CT205.csv,HESKIA_run1_S6_W8_results.csv,HESKIA_run1_S6_W8_assignment.csv
KILBRID,7,56.0,10,13.671404123306274,5190,10,0.0,0.2103348017127863,0.577351916376307,0.9857142857125255,55.2,4.800000000000001,0.47999999995200004,0.8695652172885949,69.56849703782294,138.9873473294432,13.898734731554446,19.978489292068808,OK,KILBRID_run1_S7_W9_CT62.csv,KILBRID_run1_S7_W10_results.csv,KILBRID_run1_S7_W10_assignment.csv
