task_id,execution_time,ergonomic_value,predecessors,area,previous_station
0,3,2,[],external,1
1,7,5,[0],internal,0
2,6,4,[0],internal,0
3,5,5,"[1, 2]",external,0
4,4,3,[],external,2
5,7,4,[],internal,0
6,3,5,[],internal,0
7,2,5,"[0, 5]",external,0
8,3,1,"[5, 4]",internal,0
9,6,3,"[8, 7, 1]",internal,2
10,1,4,[9],external,1
11,4,3,[],external,1
12,6,5,[5],external,1
13,5,5,[],internal,1
14,6,5,[5],internal,1
15,5,3,"[1, 7]",internal,0
16,4,5,"[7, 5]",internal,2
17,1,2,[3],internal,0
18,2,2,"[10, 9]",external,0
19,6,4,[2],internal,2
