task_id,execution_time,ergonomic_value,predecessors,area,previous_station
0,4,5,[],external,1
1,4,4,[0],external,1
2,3,5,"[1, 0]",external,0
3,4,2,"[0, 1]",internal,1
4,1,4,[1],internal,2
5,3,1,"[3, 4, 0]",external,0
6,4,2,[],internal,0
7,6,5,"[5, 0, 1]",external,2
8,5,4,"[4, 0, 5]",external,0
9,7,5,"[1, 2, 4]",internal,2
10,7,3,[],internal,3
11,6,5,"[2, 10]",internal,3
12,6,5,[0],internal,3
13,1,1,"[3, 0, 10]",internal,2
14,2,2,[2],internal,3
15,1,1,[],internal,2
16,5,2,[8],external,0
17,6,5,"[10, 16, 4]",internal,0
18,5,4,"[0, 17]",external,2
19,2,3,"[18, 15]",external,2
20,5,5,[],internal,0
21,2,2,"[8, 1, 17]",internal,0
22,5,2,[],external,0
23,4,1,"[20, 17, 9]",internal,3
24,1,1,"[21, 0]",external,2
25,6,5,[],internal,0
26,4,5,"[24, 25]",external,0
27,6,1,[],internal,1
28,6,1,[],internal,1
29,2,3,"[27, 16, 1]",internal,1
30,2,4,"[17, 9, 18]",external,3
31,7,4,"[25, 27]",external,1
