task_id,execution_time,ergonomic_value,predecessors,area,previous_station,area_binary,jain_workload,gini_workload,norm_range_workload,cv_workload,jain_ergonomic,gini_ergonomic,norm_range_ergonomic,cv_ergonomic
0,6,3,[],internal,0,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
1,5,5,[],external,1,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
2,3,2,[1],external,2,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
3,3,4,[],external,1,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
4,1,1,"[2, 1]",external,2,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
5,2,3,[0],internal,0,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
6,3,4,[5],internal,0,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
7,6,1,"[4, 2]",external,2,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
8,1,2,"[1, 3, 6]",external,1,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
9,5,5,"[8, 2, 3]",internal,3,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
10,5,2,"[1, 7, 0]",external,3,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
11,6,4,"[1, 7, 9]",external,3,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
12,6,1,[5],internal,1,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
13,1,3,"[2, 6]",external,2,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
14,3,4,[],internal,0,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
15,1,4,"[0, 13, 9]",internal,4,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
16,5,2,[0],external,0,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
17,3,2,"[10, 2]",internal,5,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
18,3,2,"[14, 16, 10]",internal,5,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
19,4,3,[],internal,3,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
20,2,5,"[17, 5, 1]",internal,5,1,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
21,1,4,"[6, 13]",external,2,0,0.9976905311778291,0.026041666666666668,0.11111111110493826,0.04811252243246881,0.9959850107066381,0.03483606557377049,0.19672131146251007,0.06349153026569536
