task_id,station,execution_time,ergonomic_value,area_binary
1,0,23.0,19.247164437641565,0
2,3,24.0,13.497763160175955,0
3,0,25.0,15.60885343558784,0
4,1,26.0,13.831728831180852,0
5,4,23.0,14.370641318136617,0
6,2,22.0,12.457403679678263,0
7,8,6.0,11.732249882104773,1
8,1,22.0,16.779451442829696,0
9,2,23.0,14.804219089849273,0
10,3,21.0,16.466113047323926,0
11,7,22.0,17.24526782268773,0
12,8,15.0,14.677929018971568,0
13,2,5.0,23.750011909834928,0
14,19,23.0,15.636932649575396,0
15,4,4.0,5.029227745246834,0
16,5,26.0,18.86840446724065,0
17,4,21.0,15.977731930302555,0
18,3,5.0,7.48417469635883,0
19,14,24.0,15.956171574606351,0
20,6,25.0,17.121721440581233,0
21,12,26.0,17.52401438591439,0
22,15,26.0,19.378618299495812,0
23,20,24.0,19.291887228892755,0
24,10,27.0,17.17604368045456,0
25,11,20.0,17.057180642137837,0
26,5,23.0,17.320939474180072,0
27,6,25.0,17.96131145808923,0
28,16,13.0,9.99579739153564,0
29,13,3.0,18.551473115803276,0
30,17,11.0,21.80083030487011,0
31,11,21.0,16.636501895741496,0
32,9,22.0,14.836947842873236,0
33,21,21.0,14.5857333884798,0
34,13,22.0,12.188125122501274,0
35,7,25.0,18.244073611897196,0
36,8,8.0,9.944268191326792,0
37,20,22.0,16.795006719337604,0
38,18,24.0,19.47436138693575,0
39,14,22.0,18.869710906447903,0
40,10,21.0,18.002551847668393,0
41,21,6.0,9.908126035826736,0
42,8,26.0,17.460939762473448,0
43,9,22.0,15.70870859360916,0
44,9,6.0,6.525880799259789,0
45,12,21.0,15.207921132095926,0
46,15,25.0,14.118643903345893,1
47,8,11.0,13.45240072747165,1
48,18,22.0,16.1285207904361,0
49,8,21.0,12.896220626032893,1
50,12,25.0,18.766174837247817,1
51,20,22.0,16.19136928266652,1
52,13,22.0,14.238291070794736,0
53,13,23.0,16.26599292142028,1
54,21,22.0,13.708155557810269,1
55,14,22.0,15.370973544864476,1
56,15,25.0,33.838147281113756,1
57,13,23.0,18.42879537490866,1
58,14,21.0,14.112069301714495,1
59,10,22.0,14.163070039394114,1
60,17,22.0,15.555910700913383,1
61,11,22.0,16.39787720797115,1
62,12,22.0,16.995980389549544,1
63,15,21.0,17.905076209903008,0
64,11,27.0,20.77097059659632,1
65,19,23.0,18.408840032670906,0
66,10,2.0,9.849587159686688,1
67,21,26.0,25.832775803857952,1
68,10,25.0,16.400299319931317,1
69,20,24.0,15.602938527816764,1
70,21,22.0,13.920846921667335,0
71,16,24.0,13.48262889506967,1
72,14,4.0,10.343840413676617,1
73,18,22.0,17.07318785041661,1
74,16,10.0,12.802648658123251,1
75,18,25.0,16.660720656232456,1
