task_id,execution_time,ergonomic_value,predecessors,area,previous_station,area_binary,jain_workload,gini_workload,norm_range_workload,cv_workload,jain_ergonomic,gini_ergonomic,norm_range_ergonomic,cv_ergonomic
0,1,1,[],internal,0,1,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
1,7,2,[0],external,0,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
2,1,4,[],external,0,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
3,1,4,[],external,0,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
4,6,3,[3],external,0,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
5,7,2,"[2, 0, 1]",internal,2,1,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
6,2,5,"[0, 1, 4]",external,2,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
7,2,4,"[4, 0]",external,1,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
8,3,1,"[3, 2, 1]",external,1,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
9,2,1,"[4, 7]",external,2,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
10,4,4,[3],external,1,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
11,1,3,"[1, 3, 0]",external,1,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
12,2,2,"[11, 2, 1]",external,1,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
13,3,1,[],external,0,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
14,5,3,[0],external,1,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
15,1,3,[],internal,0,1,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
16,6,5,"[13, 12, 3]",internal,2,1,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
17,7,3,[],internal,3,1,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
18,6,3,[],external,1,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
19,4,4,"[10, 14]",external,1,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
20,4,2,"[0, 12, 2]",external,2,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
21,5,2,"[4, 6]",internal,3,1,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
22,6,2,"[0, 12]",external,2,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
23,2,2,[22],external,3,0,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
24,3,5,"[0, 14, 7]",internal,2,1,0.9994176227360084,0.010905125408942203,0.05343511450096148,0.024139524123422743,0.9988479262672811,0.01680672268907563,0.06862745097568243,0.03396178054056622
