task_id,execution_time,ergonomic_value,predecessors,area,previous_station,area_binary,jain_workload,gini_workload,norm_range_workload,cv_workload,jain_ergonomic,gini_ergonomic,norm_range_ergonomic,cv_ergonomic
0,4,2,[],external,0,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
1,6,4,[0],external,0,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
2,1,1,[0],external,0,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
3,6,3,"[1, 0, 2]",internal,0,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
4,4,2,[3],external,1,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
5,5,4,"[2, 3]",external,0,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
6,3,3,[5],external,2,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
7,6,4,"[1, 5, 2]",internal,1,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
8,4,4,"[6, 2]",external,3,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
9,7,5,"[1, 5]",internal,2,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
10,5,3,[7],external,1,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
11,3,1,[5],internal,1,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
12,6,5,"[0, 1]",internal,0,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
13,4,1,[],external,1,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
14,2,1,"[3, 7, 10]",internal,1,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
15,3,2,[],external,1,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
16,2,3,[],internal,2,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
17,6,2,"[9, 7, 14]",internal,2,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
18,5,1,"[1, 4]",external,2,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
19,4,5,"[11, 16, 7]",external,2,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
20,3,3,[],external,1,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
21,2,4,[18],external,3,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
22,7,4,"[17, 16]",external,2,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
23,3,2,[],external,0,0,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
24,7,2,[7],internal,3,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
25,2,3,[],internal,0,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
26,5,2,[10],internal,3,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
27,5,1,[],internal,0,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
28,3,2,"[2, 11, 1]",internal,2,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
29,7,5,"[10, 4]",internal,1,1,0.9992904446546831,0.013186813186813187,0.05384615384325443,0.02664693550105965,0.9960474308300395,0.034013605442176874,0.16666666665277777,0.0629940788348712
