task_id,execution_time,ergonomic_value,predecessors,area,previous_station,area_binary,jain_workload,gini_workload,norm_range_workload,cv_workload,jain_ergonomic,gini_ergonomic,norm_range_ergonomic,cv_ergonomic
0,7,1,[],external,0,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
1,2,4,[0],internal,0,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
2,7,1,[0],external,1,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
3,6,5,"[2, 0, 1]",external,2,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
4,3,2,[],internal,1,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
5,6,5,[4],internal,1,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
6,6,4,[],internal,0,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
7,3,2,"[3, 1]",external,2,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
8,7,5,[],internal,0,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
9,7,1,"[0, 6, 3]",external,2,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
10,7,4,"[1, 6]",external,1,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
11,5,2,[10],internal,1,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
12,1,3,[],external,0,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
13,1,2,"[7, 11]",external,2,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
14,2,4,[11],internal,1,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
15,5,1,[8],internal,2,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
16,1,2,"[2, 13, 15]",internal,2,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
17,4,5,[],external,0,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
18,3,5,[],external,1,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
19,7,3,"[13, 14]",internal,2,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
20,2,3,"[11, 4]",internal,3,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
21,3,3,"[16, 12]",internal,3,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
22,1,2,"[15, 21]",internal,3,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
23,5,2,[],external,3,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
24,4,1,"[13, 17, 6]",external,3,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
25,3,1,"[21, 20, 16]",external,3,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
26,4,5,"[8, 25, 14]",external,3,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
27,3,3,[],external,0,0,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
28,5,5,"[25, 23, 14]",internal,3,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
29,1,5,"[13, 5, 12]",internal,2,1,0.9855277329025309,0.06301652892561983,0.3966942148498053,0.12118081238524941,0.9830246913580247,0.07280219780219781,0.3516483516174375,0.13140945871539997
