task_id,station,execution_time,ergonomic_value,area_binary
1,0,158.0,107.59122387679,0
2,1,42.0,45.12836389075112,0
3,3,17.0,27.625681201164543,0
4,1,24.0,105.56059088263991,1
5,2,71.0,47.11760606790841,0
6,1,66.0,71.92467269330444,0
7,3,50.0,104.43502978542064,0
8,1,55.0,84.40664301868344,0
9,2,30.0,38.81302149869137,0
10,0,28.0,43.61552610185255,0
11,3,113.0,72.19268921512784,0
12,6,114.0,78.04595241806439,0
13,2,57.0,57.92794621788015,0
14,4,65.0,52.53826844032122,0
15,13,15.0,28.83908332024429,0
16,3,11.0,41.7452084995336,0
17,2,10.0,50.389788778121456,0
18,2,19.0,59.100684712951775,0
19,11,8.0,54.62434838679981,0
20,9,17.0,29.29927289010136,0
21,4,57.0,46.275996598054405,0
22,7,40.0,53.98895952744836,0
23,5,17.0,110.1851411368831,0
24,4,11.0,94.15712382782364,0
25,6,17.0,99.58266980799296,0
26,9,27.0,37.379786023387496,0
27,4,17.0,28.478408046445264,0
28,4,18.0,56.071183782287264,0
29,14,16.0,35.24717418426251,1
30,8,18.0,49.88081194604084,0
31,6,50.0,77.48559903015027,0
32,4,18.0,40.67546591929825,0
33,12,13.0,39.62238073770123,0
34,8,21.0,58.43838234430564,0
35,13,63.0,75.92004657780443,0
36,16,8.0,33.16491281841707,0
37,5,63.0,57.30223582412781,0
38,15,9.0,52.59896745580965,0
39,12,20.0,72.98555237329553,0
40,10,72.0,69.2266283058536,0
41,10,30.0,111.18764615221724,0
42,8,69.0,71.34785228202682,0
43,13,27.0,33.10187996899135,0
44,6,9.0,34.026713692947496,0
45,5,41.0,68.58321709556714,1
46,12,38.0,41.639350789393305,0
47,8,76.0,54.821409543587336,0
48,5,31.0,51.88832458529836,1
49,11,11.0,34.02217001625204,0
50,9,29.0,56.16589694362197,0
51,7,48.0,57.30660058473432,1
52,13,8.0,39.010105732185856,1
53,11,171.0,155.84641970941266,0
54,7,48.0,61.1889861786899,1
55,14,43.0,86.44522211498392,1
56,15,18.0,29.15474778223186,1
57,9,94.0,72.90892560873215,0
58,13,9.0,51.58233461563693,1
59,9,19.0,46.57978977367534,0
60,15,24.0,56.63952149226329,0
61,8,8.0,21.9964733951,1
62,10,34.0,38.69802232179957,1
63,13,62.0,65.03976784051154,0
64,5,12.0,28.911119994790223,1
65,7,8.0,45.38027916984788,0
66,7,47.0,39.59910141082655,1
67,5,27.0,55.097834821625725,1
68,17,18.0,34.96253642424786,1
69,12,52.0,63.13469283516123,1
70,12,65.0,54.299240910692006,1
71,14,72.0,47.70486670279472,1
72,15,51.0,62.83357582898047,0
73,14,58.0,73.96842662528198,0
74,10,53.0,55.24619862875438,1
75,17,76.0,63.20214929010093,1
76,16,93.0,73.00078861871653,1
77,15,86.0,72.87971927505428,1
78,16,76.0,129.12917511551225,1
79,17,9.0,27.451893501860955,1
80,16,14.0,33.192994879159855,1
81,17,55.0,66.29312909440016,1
82,17,32.0,90.72622028027376,1
83,18,22.0,64.59151613185239,1
84,18,35.0,66.07036955574259,1
85,18,63.0,49.66199274146933,0
86,18,59.0,58.56978446071359,1
87,19,149.0,90.3207376915348,1
88,20,40.0,38.375814117876914,1
89,21,24.0,51.289164985046085,1
90,20,123.0,79.66972317285737,1
91,21,25.0,29.942620532013837,1
92,21,115.0,65.94255807190716,1
93,22,103.0,68.81356156875586,0
94,22,54.0,41.446552764455134,1
