instance,stations,CT_reb,min_workers,runtime,nodecount,solcount,mipgap,objval,MSF,eff_givenCT,Tavg,fairT,MAD_T,MADpct_T,Eavg,fairE,MAD_E,MADpct_E,status,input_file,output_results,output_assignment
BOWMAN8,3,25.0,4,0.00055694580078125,0,1,0.0,0.15934327343654472,1.0,0.7499999999925,18.75,19.0,4.7499999988125,25.33333332564889,15.715658840601515,18.10631356803134,4.52657839087619,28.8029820225781,OK,BOWMAN8_run1_S3_W3_CT28.csv,BOWMAN8_run1_S3_W4_results.csv,BOWMAN8_run1_S3_W4_assignment.csv
JAESCHKE,3,10.0,5,0.0005278587341308594,0,1,0.0,0.08857358445962332,1.0,0.7399999999852,7.4,5.6,1.119999999776,15.13513513006282,5.497995968175945,4.225780411725279,0.8451560821760246,15.372075332799835,OK,JAESCHKE_run1_S3_W5_CT9.csv,JAESCHKE_run1_S3_W5_results.csv,JAESCHKE_run1_S3_W5_assignment.csv
JACKSON,4,8.0,7,0.0006530284881591797,0,1,0.0,0.15292953576712853,1.0,0.8214285714139031,6.571428571428571,9.428571428571429,1.3469387753177844,20.49689440389067,5.492625649144137,11.166226846477098,1.5951752635545604,29.04212602788067,OK,JACKSON_run1_S4_W6_CT9.csv,JACKSON_run1_S4_W7_results.csv,JACKSON_run1_S4_W7_assignment.csv
HAHN,4,2902.0,5,0.004015922546386719,1,5,0.0,0.06878066427415794,0.9999999999999998,0.9666436940040685,2805.2,334.8,66.959999986608,2.3869955791595654,5566.422216860765,5100.742308250454,1020.148461446061,18.326825053906884,OK,HAHN_run1_S4_W6_CT2872.csv,HAHN_run1_S4_W5_results.csv,HAHN_run1_S4_W5_assignment.csv
LUTZ1,10,1572.0,10,0.04078316688537598,1,2,0.0,0.05863447004800705,0.9999999999999998,0.8994910941475255,1414.0,700.0,69.999999993,4.9504950490064,1353.5436500994715,1778.2064389048348,177.82064387270142,13.137414804428515,OK,LUTZ1_run3_S10_W11_CT1414.csv,LUTZ1_run3_S10_W10_results.csv,LUTZ1_run3_S10_W10_assignment.csv
MANSOOR,3,45.0,5,0.0008270740509033203,0,1,0.0,0.1046400141131702,1.0,0.8222222222185679,37.0,40.0,7.9999999984,21.621621616712932,61.28099475673896,41.71466700426883,8.34293339918518,13.614226453351723,OK,MANSOOR_run1_S3_W3_CT62.csv,MANSOOR_run1_S3_W5_results.csv,MANSOOR_run1_S3_W5_assignment.csv
MERTENS,4,7.0,5,0.003504037857055664,1,1,0.0,0.1378409923782491,1.0,0.8285714285477552,5.8,3.2,0.6399999998720001,11.034482754511297,4.432656917707574,7.138669978421942,1.4277339953988415,32.209440558623804,OK,MERTENS_run1_S4_W6_CT6.csv,MERTENS_run1_S4_W5_results.csv,MERTENS_run1_S4_W5_assignment.csv
MITCHELL,5,18.0,6,0.007762908935546875,1,4,0.0,0.05181920331592099,1.0,0.9722222222132201,17.5,3.0,0.49999999991666666,2.8571428565034016,18.900781421366272,14.479491598726572,2.413248599385554,12.767983214333308,OK,MITCHELL_run3_S5_W6_CT20.csv,MITCHELL_run3_S5_W6_results.csv,MITCHELL_run3_S5_W6_assignment.csv
BUXEY,9,29.0,12,0.36547207832336426,219,2,0.0,0.09794530960217558,1.0,0.9310344827559454,27.0,18.0,1.499999999875,5.555555554886831,29.011674058176,84.28882035054647,7.0240683619602,24.211179084781502,OK,BUXEY_run1_S9_W11_CT33.csv,BUXEY_run1_S9_W12_results.csv,BUXEY_run1_S9_W12_assignment.csv
ROSZIEG,8,14.0,10,0.07405900955200195,1,4,0.0,0.08271743262141525,1.0,0.8928571428507653,12.5,14.0,1.39999999986,11.199999997983998,12.29968770174744,18.22226996050089,1.822226995867866,14.815229783930421,OK,ROSZIEG_run3_S8_W8_CT16.csv,ROSZIEG_run3_S8_W10_results.csv,ROSZIEG_run3_S8_W10_assignment.csv
