task_id,execution_time,ergonomic_value,area,predecessors,previous_station
1,10.0,24.52850211875568,external,[],0
2,53.0,31.957849144292563,external,[],10
3,41.0,43.488251205671055,external,[],5
4,36.0,21.87846841852459,external,[],9
5,35.0,22.13399494123457,external,[],7
6,17.0,27.248769170066527,external,[],4
7,34.0,29.49100690853921,external,[],12
8,23.0,17.225952987715072,external,[],1
9,14.0,21.11145987284397,external,[1],1
10,52.0,28.09295308618005,external,[4],18
11,33.0,30.38663495047744,external,[9],1
12,34.0,29.315514210023903,external,[],0
13,12.0,17.70052887969853,external,[11],4
14,52.0,35.12322828866047,external,[11],2
15,12.0,25.35178966340445,external,[11],2
16,33.0,20.68842905741996,external,[],0
17,44.0,29.933922484924683,external,"[12, 13, 14, 15]",4
18,7.0,17.382151861002644,external,[16],2
19,15.0,17.275849235490483,external,[18],3
20,13.0,17.15610643854804,external,[17],6
21,29.0,30.34482434750938,internal,"[3, 20]",6
22,37.0,31.47725636088126,external,[3],5
23,43.0,32.70656669617277,external,"[6, 19]",8
24,23.0,29.73133189557344,external,[6],7
25,24.0,17.26661840028627,external,"[2, 20]",14
26,9.0,17.76694272132823,external,[21],8
27,16.0,21.49350346974139,external,[22],7
28,12.0,21.56342878255462,external,[],3
29,26.0,22.041957527918772,internal,[26],8
30,22.0,24.242853590041648,external,[27],8
31,51.0,31.99408076504123,internal,"[23, 24, 29]",8
32,47.0,35.79258105744805,external,[28],3
33,34.0,22.637475266802507,external,[28],6
34,23.0,55.87875526647955,external,[30],10
35,12.0,14.237758597870096,external,[33],11
36,52.0,52.572927490321305,internal,"[5, 31, 34]",10
37,12.0,18.38964205711273,internal,[36],10
38,33.0,24.396235787769328,internal,"[25, 36]",15
39,44.0,37.84217668887975,internal,[37],11
40,7.0,12.799882027687865,internal,[37],10
41,15.0,20.92811797389765,internal,[37],11
42,13.0,18.566880200539742,internal,[41],12
43,29.0,20.683529926449435,external,"[7, 35, 39, 40, 42]",12
44,37.0,61.80053343130196,external,"[8, 21]",9
45,43.0,49.89739645383375,internal,"[32, 43, 44]",13
46,23.0,26.16286772167916,external,[45],13
47,24.0,17.695043198302862,internal,[46],14
48,9.0,18.16445318106159,internal,[45],16
49,16.0,26.01033418598798,internal,[45],15
50,12.0,19.257364797782657,internal,[46],15
51,26.0,41.30635222828852,internal,[47],14
52,12.0,13.822196958537075,internal,"[38, 51]",15
53,52.0,28.68946859522549,internal,[52],16
54,12.0,15.218314578703351,internal,[53],16
55,33.0,56.23933024820805,external,"[48, 54]",17
56,44.0,36.96522920117759,internal,[54],17
57,7.0,19.293909626037077,internal,"[55, 56]",18
58,15.0,15.309859737187104,internal,"[49, 50, 57]",18
