task_id,execution_time,ergonomic_value,area,predecessors,previous_station
1,1673.0,1231.0744974688282,external,[],0
2,985.0,827.9167081797397,external,[1],0
3,1836.0,1949.26537582242,external,[2],1
4,973.0,1887.80632137092,external,[2],0
5,1700.0,1835.558154398784,external,[2],1
6,2881.0,1544.418581135835,external,"[3, 4]",3
7,2231.0,1478.0394322117204,external,[4],2
8,1040.0,743.1449171124366,external,[5],8
9,1793.0,1043.1589177253989,external,[6],11
10,1250.0,1195.4770414550458,internal,[6],4
11,700.0,761.8218249476836,external,[7],2
12,464.0,995.5200505337524,external,[9],12
13,500.0,520.1234673192404,external,[10],4
14,1133.0,887.1653079832665,external,[10],4
15,577.0,861.7888617730341,external,[11],3
16,483.0,516.7275095409267,external,[12],12
17,880.0,1759.126521044788,external,[13],5
18,667.0,591.9224552353974,external,[13],10
19,600.0,592.8960013156196,external,[14],4
20,233.0,919.4056886609704,external,"[13, 15]",10
21,408.0,930.1331464610208,external,[17],8
22,847.0,1011.7576630644572,external,[17],8
23,767.0,680.570697775856,external,[18],10
24,850.0,937.4083532689956,internal,[19],5
25,780.0,879.1183330934634,external,[10],5
26,912.0,1036.0376907728164,external,[20],11
27,748.0,676.0432009325218,external,"[21, 22]",8
28,1863.0,1285.2759378649007,external,"[17, 24]",5
29,714.0,796.5910426541498,external,[24],6
30,1004.0,889.0202475638171,external,[29],6
31,713.0,983.6391697610932,external,[30],6
32,642.0,1110.2217217535615,internal,"[25, 28]",5
33,629.0,829.3863040744844,external,[32],10
34,1234.0,1103.5028240150375,internal,[32],5
35,1143.0,1136.1092667506375,external,[32],12
36,1266.0,1114.7050702779093,external,[32],6
37,792.0,781.0478112331058,external,[33],12
38,1251.0,914.1378318327928,external,[36],9
39,1310.0,2218.686426561004,external,"[15, 31, 36]",7
40,663.0,615.72963351209,external,[37],12
41,494.0,541.8844187576811,external,[38],9
42,1288.0,890.652805331624,external,[39],10
43,792.0,1083.0606477043696,external,[39],11
44,578.0,986.704906003548,external,[39],7
45,594.0,1089.3542561605989,external,[41],9
46,578.0,1589.964834243041,external,[44],7
47,622.0,644.2111510683816,external,[45],9
48,578.0,862.8944393731734,internal,[46],7
49,564.0,827.9614562104535,external,[47],9
50,578.0,996.4949557715984,external,[48],7
51,578.0,878.894236121969,internal,[50],7
52,578.0,810.780594591685,internal,[51],7
53,578.0,913.2169597406393,internal,[52],7
54,578.0,981.814368033118,internal,[53],7
55,578.0,722.2381880189992,internal,[54],7
56,578.0,974.8701272463342,internal,[55],8
57,578.0,740.2355832229317,internal,[56],8
58,578.0,1174.842291728311,internal,[57],8
59,578.0,783.6542217057822,external,[58],8
60,578.0,955.5225683931272,internal,[59],8
61,578.0,1077.1304654014018,internal,[60],8
62,578.0,808.0786878524733,internal,[61],8
63,578.0,1106.8715405207158,internal,[62],9
64,578.0,2240.4317917677704,internal,[63],9
65,578.0,1629.8554119325015,internal,[64],9
66,578.0,1596.578594407668,internal,[65],10
67,578.0,1011.9009314024532,internal,[66],11
68,578.0,795.8141966498116,internal,[67],11
69,467.0,659.1598101007287,internal,"[27, 49]",9
70,887.0,2239.365628858853,internal,[69],9
71,396.0,970.7910824408424,internal,[69],10
72,1296.0,2486.3776420619897,internal,[70],10
73,1100.0,1126.6240341212842,internal,"[71, 72]",10
74,2543.0,1364.9876833366177,internal,"[23, 26, 68, 73]",11
75,764.0,617.1969195509921,internal,"[39, 68, 73]",12
76,357.0,521.5595910621892,internal,"[74, 75]",12
77,701.0,691.6636875821962,internal,"[8, 16, 34, 35, 40, 42, 43, 76]",12
78,1164.0,1490.9149902621748,internal,"[8, 16, 34, 35, 40, 42, 43, 76]",12
79,286.0,439.3434196938414,internal,"[77, 78]",12
80,2100.0,1606.6126729020611,internal,[79],13
81,450.0,2008.9053887570549,internal,[79],12
82,1300.0,1361.015265790721,external,[80],13
83,3691.0,2182.1298603803466,internal,"[81, 82]",14
