task_id,execution_time,ergonomic_value,area,predecessors,previous_station
1,28.0,28.214577327211305,external,[],0
2,17.0,25.788676310783405,external,[1],0
3,7.0,19.76662713521013,external,[2],0
4,10.0,24.245366538269256,external,[3],0
5,12.0,15.42891729070141,external,[4],1
6,16.0,16.704453510047298,external,[4],1
7,13.0,25.373694772870916,external,[4],1
8,8.0,17.069097686473157,external,[4],1
9,13.0,23.56974683913247,internal,[4],3
10,24.0,19.107368813212787,external,[5],1
11,16.0,24.40324233884216,external,[6],2
12,24.0,22.29443244006145,external,"[7, 11]",2
13,12.0,24.85920789195996,internal,[12],2
14,20.0,25.538738238594863,external,"[10, 13]",2
15,22.0,19.88759900964873,internal,[14],3
16,22.0,23.128407268546898,external,[14],6
17,22.0,24.153527602734453,external,[15],3
18,47.0,35.67316915366061,external,"[8, 9, 17]",4
19,6.0,21.347918017104327,external,[18],4
20,12.0,23.04210587622209,external,[18],4
21,6.0,12.231644540581293,external,[20],4
22,22.0,34.658824628340454,external,[19],6
23,7.0,11.944569042050636,external,[22],6
24,14.0,21.87814835360133,external,[23],6
25,68.0,61.51911173902259,external,[24],8
26,15.0,14.852749947865396,external,[25],9
27,8.0,15.96033513879128,external,[25],9
28,74.0,37.323526658087744,external,[20],5
29,32.0,44.38562301882031,external,"[25, 28]",9
30,11.0,23.363178764428504,external,[],3
31,18.0,15.98038318045812,external,[29],9
32,15.0,21.668467043053287,external,[31],10
33,42.0,31.650462927526505,external,"[27, 32]",10
34,27.0,24.227273719885204,external,[33],11
35,38.0,28.39993380905381,external,[34],11
36,38.0,33.32393300487456,internal,[35],12
37,26.0,42.13089925478826,external,"[26, 35]",12
38,35.0,29.452660488529325,external,"[36, 37]",13
39,31.0,29.64427685471675,external,[38],13
40,8.0,35.52532491005202,internal,[39],14
41,14.0,20.504211119652947,internal,[39],15
42,8.0,10.528496623283653,internal,[39],14
43,8.0,16.098197316972314,internal,[39],13
44,8.0,12.34005174519962,internal,[40],14
45,17.0,26.05740472682329,internal,[43],13
46,7.0,49.625778117999566,internal,[45],13
47,19.0,51.98203825127934,internal,[46],13
48,12.0,24.658687980912756,internal,[47],20
49,24.0,29.465557721110397,internal,[47],13
50,26.0,18.209420558681547,internal,[49],14
51,22.0,23.844989890584984,internal,[50],14
52,14.0,17.989765850753223,internal,"[44, 51]",15
53,27.0,19.628202299374458,internal,"[41, 42, 52]",15
54,60.0,31.767022905817505,external,"[16, 21, 30]",7
55,4.0,19.821271210494643,external,[54],7
56,2.0,14.440242622053908,external,[55],7
57,1.0,20.24865208929989,external,[56],7
58,9.0,15.337827561163566,external,[57],13
59,5.0,11.719692092286154,external,[57],7
60,6.0,21.885434029901333,external,[57],10
61,7.0,12.461125855389133,external,[57],8
62,12.0,16.6622578675654,external,[57],10
63,2.0,10.818477171215232,external,[57],11
64,11.0,23.670693626629735,external,[57],12
65,14.0,21.71340743240372,external,[57],16
66,6.0,21.50667498250789,external,[57],11
67,21.0,30.80529741367065,external,"[58, 59, 60, 61, 62, 63, 64, 65, 66]",16
68,14.0,22.535256492172895,internal,[53],15
69,1.0,11.679361755016869,internal,[53],17
70,6.0,16.178579891113237,internal,[53],15
71,21.0,21.183317596406383,internal,[53],16
72,11.0,41.47462751459096,internal,"[68, 69, 70]",18
73,14.0,27.684004737578256,internal,"[67, 71]",16
74,28.0,39.85797584046366,internal,[73],17
75,12.0,13.441904872263716,internal,[74],17
76,11.0,16.75059640867311,internal,[74],18
77,30.0,34.26640138804346,internal,[75],17
78,22.0,20.601710409150428,internal,"[72, 77]",18
79,14.0,19.97367872576575,internal,[78],19
80,31.0,25.32052408372311,internal,[72],18
81,18.0,24.898858504337717,external,"[76, 79, 80]",19
82,16.0,20.31864234824106,internal,[81],19
83,7.0,9.848616311316968,internal,[82],19
84,38.0,26.6115238957317,internal,[81],19
85,8.0,11.308357634765551,external,[81],19
86,31.0,53.34150108841091,external,"[83, 84, 85]",19
87,29.0,28.67132236631783,internal,"[80, 86]",20
88,12.0,22.191604726137353,internal,[87],20
89,18.0,26.50435616297292,internal,"[86, 87]",20
