task_id,execution_time,ergonomic_value,area,predecessors,previous_station
1,1.0,2.604939699576694,external,[],0
2,2.0,2.6087566192043194,external,[1],1
3,3.0,3.769270939630046,external,[2],1
4,4.0,5.435675673041695,external,[3],1
5,5.0,3.524154346255794,external,[4],2
6,6.0,5.6448865774306505,external,[4],2
7,7.0,4.824929353033744,external,[4],4
8,8.0,7.047997464397676,external,[4],6
9,9.0,8.506654767031883,external,[4],5
10,10.0,6.295132381094454,external,[5],3
11,1.0,8.585288512849546,external,[6],3
12,2.0,4.89726147038378,external,"[7, 11]",4
13,3.0,3.880851569429515,external,[12],5
14,4.0,4.526471342250231,external,"[10, 13]",6
15,5.0,5.7611505222851775,external,[14],7
16,6.0,6.300865150254159,external,[14],16
17,7.0,5.656453324237563,internal,[15],7
18,8.0,6.28365772892688,external,"[8, 9, 17]",8
19,9.0,7.265407349338929,external,[18],10
20,10.0,6.1268706422411015,external,[18],9
21,1.0,3.755175695378348,internal,[20],9
22,2.0,2.761116389357372,external,[19],10
23,3.0,5.360250351470274,external,[22],11
24,4.0,5.638440638330939,external,[23],12
25,5.0,4.426865894343523,external,[24],12
26,6.0,5.174018278277682,internal,[25],15
27,7.0,4.491321889000771,external,[25],14
28,8.0,7.117899362595557,external,[20],11
29,9.0,7.267974972246055,external,"[25, 28]",13
30,10.0,8.215370694972624,external,[],0
31,1.0,2.6823725222574306,external,[29],13
32,2.0,3.183588988413745,external,[31],14
33,3.0,4.499659927593877,external,"[27, 32]",14
34,4.0,3.093774839310761,internal,[33],15
35,5.0,5.451862770827498,external,[34],15
36,6.0,7.641242499288108,external,[35],16
37,7.0,10.17366052371,external,"[26, 35]",15
38,8.0,12.460159882874176,external,"[36, 37]",17
39,9.0,5.757881303219656,external,[38],18
40,10.0,7.549131491351837,external,[39],19
41,1.0,2.4391433389381163,internal,[39],23
42,2.0,4.443699476551009,internal,[39],21
43,3.0,6.317052779056952,internal,[39],18
44,4.0,5.046448417409503,internal,[40],20
45,5.0,5.543226308631646,internal,[43],19
46,6.0,5.180287546670479,internal,[45],19
47,7.0,6.0482727989124445,internal,[46],20
48,8.0,7.153558641669148,internal,[47],23
49,9.0,6.019782081094098,internal,[47],21
50,10.0,5.825815457491206,internal,[49],22
51,1.0,4.395809779827609,internal,[50],22
52,2.0,3.1702206688676613,internal,"[44, 51]",23
53,3.0,4.484475486028475,internal,"[41, 42, 52]",24
54,4.0,3.2272265620057707,external,"[16, 21, 30]",17
55,5.0,5.805220121627107,external,[54],20
56,6.0,5.476810122886674,external,[55],20
57,7.0,6.021136798720958,external,[56],21
58,8.0,6.442656919926419,external,[57],22
59,9.0,7.05423219433832,external,[57],23
60,10.0,6.409813756768273,external,[57],25
61,1.0,2.3075230731736243,external,[57],23
62,2.0,2.9666857599410843,external,[57],22
63,3.0,3.32580877583106,external,[57],26
64,4.0,3.964633079511218,external,[57],21
65,5.0,10.75072638012992,external,[57],24
66,6.0,4.7004450717023545,external,[57],24
67,7.0,6.186306089446814,external,"[58, 59, 60, 61, 62, 63, 64, 65, 66]",26
68,8.0,5.464425181864653,internal,[53],24
69,9.0,5.849656658979612,internal,[53],26
70,10.0,7.195360067973533,internal,[53],25
71,1.0,7.419675010151628,external,[53],25
72,2.0,4.146000021433668,internal,"[68, 69, 70]",29
73,3.0,2.835104915130108,internal,"[67, 71]",26
74,4.0,6.059508046495404,internal,[73],27
75,5.0,4.680110688253727,internal,[74],28
76,6.0,4.499347926982375,internal,[74],27
77,7.0,5.778710385142427,internal,[75],28
78,8.0,5.970096917542293,internal,"[72, 77]",29
79,9.0,6.789257258374766,internal,[78],31
80,10.0,6.824944806904718,internal,[72],30
81,1.0,3.53877909766687,internal,"[76, 79, 80]",31
82,2.0,2.428781148608982,internal,[81],33
83,3.0,3.995832715167519,external,[82],33
84,4.0,4.429769764597155,internal,[81],32
85,5.0,6.164732673972388,internal,[81],32
86,6.0,4.339339116671171,internal,"[83, 84, 85]",33
87,7.0,6.075134128792786,internal,"[80, 86]",34
88,8.0,6.815138894117359,internal,[87],35
89,9.0,5.115701484595199,internal,"[86, 87]",36
