task_id,execution_time,ergonomic_value,predecessors,area,previous_station,area_binary,jain_workload,gini_workload,norm_range_workload,cv_workload,jain_ergonomic,gini_ergonomic,norm_range_ergonomic,cv_ergonomic
0,7,3,[],internal,0,1,0.9885898485468686,0.05485611510791367,0.23021582732487966,0.10743298218034589,0.9661747516072472,0.10326086956521739,0.4869565217052552,0.18710812862043488
1,6,3,[0],internal,0,1,0.9885898485468686,0.05485611510791367,0.23021582732487966,0.10743298218034589,0.9661747516072472,0.10326086956521739,0.4869565217052552,0.18710812862043488
2,3,5,[1],external,0,0,0.9885898485468686,0.05485611510791367,0.23021582732487966,0.10743298218034589,0.9661747516072472,0.10326086956521739,0.4869565217052552,0.18710812862043488
3,4,3,"[2, 1]",internal,1,1,0.9885898485468686,0.05485611510791367,0.23021582732487966,0.10743298218034589,0.9661747516072472,0.10326086956521739,0.4869565217052552,0.18710812862043488
4,6,4,[2],external,0,0,0.9885898485468686,0.05485611510791367,0.23021582732487966,0.10743298218034589,0.9661747516072472,0.10326086956521739,0.4869565217052552,0.18710812862043488
5,6,4,"[1, 0]",internal,1,1,0.9885898485468686,0.05485611510791367,0.23021582732487966,0.10743298218034589,0.9661747516072472,0.10326086956521739,0.4869565217052552,0.18710812862043488
6,5,2,"[0, 5, 3]",external,1,0,0.9885898485468686,0.05485611510791367,0.23021582732487966,0.10743298218034589,0.9661747516072472,0.10326086956521739,0.4869565217052552,0.18710812862043488
7,1,3,"[0, 2, 5]",internal,1,1,0.9885898485468686,0.05485611510791367,0.23021582732487966,0.10743298218034589,0.9661747516072472,0.10326086956521739,0.4869565217052552,0.18710812862043488
8,3,3,"[4, 2]",internal,2,1,0.9885898485468686,0.05485611510791367,0.23021582732487966,0.10743298218034589,0.9661747516072472,0.10326086956521739,0.4869565217052552,0.18710812862043488
9,2,4,[3],external,1,0,0.9885898485468686,0.05485611510791367,0.23021582732487966,0.10743298218034589,0.9661747516072472,0.10326086956521739,0.4869565217052552,0.18710812862043488
