instance,stations,CT_reb,min_workers,runtime,nodecount,solcount,mipgap,objval,MSF,eff_givenCT,Tavg,fairT,MAD_T,MADpct_T,Eavg,fairE,MAD_E,MADpct_E,status,input_file,output_results,output_assignment
BOWMAN8,3,25.0,4,0.0006129741668701172,0,1,0.0,0.15934327343654472,1.0,0.7499999999925,18.75,19.0,4.7499999988125,25.33333332564889,15.715658840601515,18.10631356803134,4.52657839087619,28.8029820225781,OK,BOWMAN8_run1_S3_W3_CT28.csv,BOWMAN8_run1_S3_W4_results.csv,BOWMAN8_run1_S3_W4_assignment.csv
JAESCHKE,3,10.0,5,0.0006949901580810547,0,1,0.0,0.08857358445962332,1.0,0.7399999999852,7.4,5.6,1.119999999776,15.13513513006282,5.497995968175945,4.225780411725279,0.8451560821760246,15.372075332799835,OK,JAESCHKE_run1_S3_W5_CT9.csv,JAESCHKE_run1_S3_W5_results.csv,JAESCHKE_run1_S3_W5_assignment.csv
JACKSON,4,8.0,7,0.0008342266082763672,0,1,0.0,0.2640406468782397,0.6666666666666666,0.8214285714139031,6.571428571428571,9.428571428571429,1.3469387753177844,20.49689440389067,5.492625649144137,11.166226846477098,1.5951752635545604,29.04212602788067,OK,JACKSON_run1_S4_W6_CT9.csv,JACKSON_run1_S4_W7_results.csv,JACKSON_run1_S4_W7_assignment.csv
JAESCHKE,5,10.0,5,0.009608983993530273,1,5,0.0,0.08857358445962356,1.0,0.7399999999852,7.4,5.6,1.119999999776,15.13513513006282,5.497995968175945,4.225780411725298,0.8451560821760283,15.3720753327999,OK,JAESCHKE_run3_S5_W5_CT9.csv,JAESCHKE_run3_S5_W5_results.csv,JAESCHKE_run3_S5_W5_assignment.csv
HAHN,4,2902.0,5,0.009936809539794922,1,3,0.0,0.07072224197393878,0.9999999999999964,0.9666436940040685,2805.2,348.79999999999995,69.75999998604799,2.486810209112474,5566.422216860765,5236.0030636975,1047.2006125300597,18.812813181110972,OK,HAHN_run1_S4_W6_CT2872.csv,HAHN_run1_S4_W5_results.csv,HAHN_run1_S4_W5_assignment.csv
JACKSON,6,8.0,7,0.08746504783630371,37,5,0.0,0.1284375168173254,0.9999999999999999,0.8214285714139031,6.571428571428571,7.428571428571429,1.0612244896443148,16.14906831821689,5.492625649144137,9.714347937557577,1.3877639908814017,25.265948915433263,OK,JACKSON_run3_S6_W6_CT9.csv,JACKSON_run3_S6_W7_results.csv,JACKSON_run3_S6_W7_assignment.csv
LUTZ1,10,1572.0,10,0.16878986358642578,67,4,0.0,0.10049330124925474,0.8750000000000002,0.8994910941475255,1414.0,724.0,72.39999999276,5.120226307829477,1353.5436500994715,1765.3447429203943,176.53447427438599,13.04239240908722,OK,LUTZ1_run3_S10_W11_CT1414.csv,LUTZ1_run3_S10_W10_results.csv,LUTZ1_run3_S10_W10_assignment.csv
MANSOOR,3,45.0,5,0.001077890396118164,0,1,0.0,0.32686223633539246,0.3333333333333333,0.8222222222185679,37.0,40.0,7.9999999984,21.621621616712932,61.28099475673896,41.71466700426885,8.342933399185183,13.614226453351728,OK,MANSOOR_run1_S3_W3_CT62.csv,MANSOOR_run1_S3_W5_results.csv,MANSOOR_run1_S3_W5_assignment.csv
MERTENS,4,7.0,5,0.003696918487548828,1,1,0.0,0.3045076590449157,0.5,0.8285714285477552,5.8,3.2,0.6399999998720001,11.034482754511297,4.432656917707574,7.138669978421942,1.4277339953988415,32.209440558623804,OK,MERTENS_run1_S4_W6_CT6.csv,MERTENS_run1_S4_W5_results.csv,MERTENS_run1_S4_W5_assignment.csv
MITCHELL,5,18.0,6,0.0035190582275390625,1,4,0.0,0.0518192033159211,0.9999999999999998,0.9722222222132201,17.5,3.0,0.49999999991666666,2.8571428565034016,18.900781421366272,14.479491598726623,2.4132485993855624,12.767983214333354,OK,MITCHELL_run3_S5_W6_CT20.csv,MITCHELL_run3_S5_W6_results.csv,MITCHELL_run3_S5_W6_assignment.csv
