task_id,execution_time,ergonomic_value,area,predecessors,previous_station
1,458.0,514.1856664563145,external,[],0
2,276.0,306.72539689469306,external,[],0
3,520.0,393.1722159029607,internal,[],0
4,1400.0,906.8714261212074,external,[],0
5,352.0,395.62509807307646,external,[1],0
6,196.0,239.8773474668724,internal,"[2, 5]",0
7,214.0,220.1111045018954,external,[6],0
8,456.0,400.0688712639674,external,[6],0
9,646.0,543.1983834037935,external,"[3, 6]",0
10,512.0,367.6424248470014,external,[9],0
11,408.0,347.55894810829125,external,[9],0
12,262.0,259.10643927759725,external,[11],0
13,544.0,534.4972277207077,external,[12],0
14,202.0,267.93035390137857,external,[13],0
15,458.0,367.53143927341705,external,"[4, 13]",0
16,694.0,502.4136016191793,external,"[10, 14]",0
17,616.0,553.9714670446514,external,"[14, 15]",0
18,678.0,482.94748988174223,external,[16],0
19,328.0,487.2548000846692,external,[17],0
20,324.0,744.8152070049547,internal,[19],0
21,100.0,285.64293849883563,internal,"[7, 8, 18, 20]",0
22,352.0,282.8079788751454,internal,[21],0
23,544.0,518.2487014945382,internal,[21],0
24,500.0,366.06671002159084,internal,[21],0
25,382.0,372.19723787798415,external,[22],0
26,858.0,671.5102247562875,internal,[25],0
27,388.0,442.18560400328306,internal,[26],0
28,352.0,360.6298981941053,internal,[27],0
29,428.0,514.3446728473215,internal,[28],0
30,238.0,391.68747629646015,internal,[29],0
31,258.0,247.31648843656154,internal,[30],0
32,196.0,247.2936608442294,internal,"[23, 24, 31]",0
