instance,stations,CT_reb,min_workers,runtime,nodecount,solcount,mipgap,objval,MSF,eff_givenCT,Tavg,fairT,MAD_T,MADpct_T,Eavg,fairE,MAD_E,MADpct_E,status,input_file,output_results,output_assignment
BOWMAN8,3,25.0,4,0.0008449554443359375,0,1,0.0,0.3260099401032114,0.5,0.7499999999925,18.75,19.0,4.7499999988125,25.33333332564889,15.715658840601515,18.106313568031347,4.526578390876192,28.80298202257811,OK,BOWMAN8_run1_S3_W3_CT28.csv,BOWMAN8_run1_S3_W4_results.csv,BOWMAN8_run1_S3_W4_assignment.csv
JAESCHKE,3,10.0,5,0.0010118484497070312,0,1,0.0,0.08857358445962332,0.9999999999999996,0.7399999999852,7.4,5.6,1.119999999776,15.13513513006282,5.497995968175945,4.225780411725279,0.8451560821760246,15.372075332799835,OK,JAESCHKE_run1_S3_W5_CT9.csv,JAESCHKE_run1_S3_W5_results.csv,JAESCHKE_run1_S3_W5_assignment.csv
JACKSON,4,8.0,7,0.0012857913970947266,0,1,0.0,0.27414165697924975,0.6363636363636362,0.8214285714139031,6.571428571428571,9.428571428571429,1.3469387753177844,20.49689440389067,5.492625649144137,11.166226846477098,1.5951752635545604,29.04212602788067,OK,JACKSON_run1_S4_W6_CT9.csv,JACKSON_run1_S4_W7_results.csv,JACKSON_run1_S4_W7_assignment.csv
JAESCHKE,5,10.0,5,0.0037081241607666016,1,3,0.0,0.08857358445962216,1.0000000000000002,0.7399999999852,7.4,5.6,1.119999999776,15.13513513006282,5.497995968175945,4.2257804117251805,0.8451560821760049,15.372075332799474,OK,JAESCHKE_run3_S5_W5_CT9.csv,JAESCHKE_run3_S5_W5_results.csv,JAESCHKE_run3_S5_W5_assignment.csv
JACKSON,6,8.0,7,0.14035606384277344,27,3,0.0,0.2135355963731893,0.8181818181818183,0.8214285714139031,6.571428571428571,9.428571428571429,1.3469387753177844,20.49689440389067,5.492625649144137,11.166226846477123,1.595175263554564,29.042126027880737,OK,JACKSON_run3_S6_W6_CT9.csv,JACKSON_run3_S6_W7_results.csv,JACKSON_run3_S6_W7_assignment.csv
HAHN,4,2902.0,5,0.06050682067871094,1,4,0.0,0.0958794746783383,0.9245283018867847,0.9666436940040685,2805.2,348.79999999999995,69.75999998604799,2.486810209112474,5566.422216860765,5236.003063697521,1047.200612530064,18.81281318111105,OK,HAHN_run1_S4_W6_CT2872.csv,HAHN_run1_S4_W5_results.csv,HAHN_run1_S4_W5_assignment.csv
MANSOOR,3,45.0,5,0.0035419464111328125,0,1,0.0,0.31492303577689545,0.3939393939393938,0.8222222222185679,37.0,32.0,6.39999999872,17.297297293370345,61.28099475673896,60.20437318090488,12.040874633772802,19.64862790066279,OK,MANSOOR_run1_S3_W3_CT62.csv,MANSOOR_run1_S3_W5_results.csv,MANSOOR_run1_S3_W5_assignment.csv
MERTENS,4,7.0,5,0.0021910667419433594,1,2,0.0,0.23307908761634427,0.7142857142857142,0.8285714285477552,5.8,3.2,0.6399999998720001,11.034482754511297,4.432656917707574,7.138669978421939,1.427733995398841,32.2094405586238,OK,MERTENS_run1_S4_W6_CT6.csv,MERTENS_run1_S4_W5_results.csv,MERTENS_run1_S4_W5_assignment.csv
MITCHELL,5,18.0,6,0.007847070693969727,1,1,0.0,0.051819203315920825,0.9999999999999996,0.9722222222132201,17.5,3.0,0.49999999991666666,2.8571428565034016,18.900781421366272,14.479491598726382,2.413248599385522,12.76798321433314,OK,MITCHELL_run3_S5_W6_CT20.csv,MITCHELL_run3_S5_W6_results.csv,MITCHELL_run3_S5_W6_assignment.csv
LUTZ1,10,1572.0,10,0.3507418632507324,59,3,0.0,0.1588266345825858,0.6999999999999995,0.8994910941475255,1414.0,724.0,72.39999999276,5.120226307829477,1353.5436500994715,1765.344742920307,176.53447427437726,13.042392409086576,OK,LUTZ1_run3_S10_W11_CT1414.csv,LUTZ1_run3_S10_W10_results.csv,LUTZ1_run3_S10_W10_assignment.csv
