task_id,execution_time,ergonomic_value,predecessors,area,previous_station
0,5,4,[],internal,1
1,7,4,[],internal,2
2,5,3,[],internal,1
3,5,3,"[1, 0]",external,0
4,4,1,[],internal,2
5,7,3,[],external,0
6,2,4,[3],internal,1
7,3,5,"[2, 1]",external,0
8,3,2,"[2, 4, 5]",internal,0
9,5,2,"[4, 2, 1]",internal,2
10,4,5,[],external,3
11,3,2,"[5, 3, 9]",external,0
12,6,3,[],external,2
13,7,5,[12],internal,1
14,7,2,[3],internal,0
15,7,1,"[3, 9]",internal,3
16,4,3,[],external,2
17,3,1,[],internal,1
18,2,5,"[6, 11, 16]",external,3
19,4,1,[],external,1
20,6,5,[],external,3
21,2,5,[],external,1
22,2,5,"[5, 18, 3]",external,0
23,6,4,[18],internal,0
24,4,2,"[6, 2]",internal,1
25,1,1,"[8, 12]",internal,2
26,1,2,"[23, 20, 4]",external,1
27,1,4,[],internal,2
28,3,2,[24],external,3
29,6,1,[],internal,2
30,3,1,"[5, 3]",internal,2
