instance,stations,CT_reb,min_workers,runtime,nodecount,solcount,mipgap,objval,MSF,eff_givenCT,Tavg,fairT,MAD_T,MADpct_T,Eavg,fairE,MAD_E,MADpct_E,status,input_file,output_results,output_assignment
BOWMAN8,3,25.0,4,0.0009489059448242188,0,1,0.0,0.2704543845476558,0.6666666666666666,0.7499999999925,18.75,19.0,4.7499999988125,25.33333332564889,15.715658840601515,18.106313568031347,4.526578390876192,28.80298202257811,OK,BOWMAN8_run1_S3_W3_CT28.csv,BOWMAN8_run1_S3_W4_results.csv,BOWMAN8_run1_S3_W4_assignment.csv
JAESCHKE,3,10.0,5,0.0007739067077636719,0,1,0.0,0.08857358445962332,0.9999999999999997,0.7399999999852,7.4,5.6,1.119999999776,15.13513513006282,5.497995968175945,4.225780411725279,0.8451560821760246,15.372075332799835,OK,JAESCHKE_run1_S3_W5_CT9.csv,JAESCHKE_run1_S3_W5_results.csv,JAESCHKE_run1_S3_W5_assignment.csv
JACKSON,4,8.0,7,0.001149892807006836,0,1,0.0,0.31959620243379516,0.5000000000000001,0.8214285714139031,6.571428571428571,9.428571428571429,1.3469387753177844,20.49689440389067,5.492625649144137,11.166226846477098,1.5951752635545604,29.04212602788067,OK,JACKSON_run1_S4_W6_CT9.csv,JACKSON_run1_S4_W7_results.csv,JACKSON_run1_S4_W7_assignment.csv
HAHN,4,2902.0,5,0.03187108039855957,1,5,0.0,0.10580996127218217,0.8947368421052695,0.9666436940040685,2805.2,348.79999999999995,69.75999998604799,2.486810209112474,5566.422216860765,5236.0030636975,1047.2006125300597,18.812813181110972,OK,HAHN_run1_S4_W6_CT2872.csv,HAHN_run1_S4_W5_results.csv,HAHN_run1_S4_W5_assignment.csv
MERTENS,4,7.0,5,0.0020170211791992188,1,2,0.0,0.2711743257115824,0.6000000000000001,0.8285714285477552,5.8,3.2,0.6399999998720001,11.034482754511297,4.432656917707574,7.138669978421939,1.427733995398841,32.2094405586238,OK,MERTENS_run1_S4_W6_CT6.csv,MERTENS_run1_S4_W5_results.csv,MERTENS_run1_S4_W5_assignment.csv
MANSOOR,3,45.0,5,0.001207113265991211,1,2,0.0,0.382417791890948,0.16666666666666666,0.8222222222185679,37.0,40.0,7.9999999984,21.621621616712932,61.28099475673896,41.71466700426885,8.342933399185183,13.614226453351728,OK,MANSOOR_run1_S3_W3_CT62.csv,MANSOOR_run1_S3_W5_results.csv,MANSOOR_run1_S3_W5_assignment.csv
LUTZ1,10,1572.0,10,0.1913769245147705,63,1,0.0,0.13853677951012466,0.7608695652173912,0.8994910941475255,1414.0,724.0,72.39999999276,5.120226307829477,1353.5436500994715,1765.3447429204077,176.53447427438732,13.04239240908732,OK,LUTZ1_run3_S10_W11_CT1414.csv,LUTZ1_run3_S10_W10_results.csv,LUTZ1_run3_S10_W10_assignment.csv
MITCHELL,5,18.0,6,0.0048449039459228516,1,2,0.0,0.0518192033159211,1.0000000000000002,0.9722222222132201,17.5,3.0,0.49999999991666666,2.8571428565034016,18.900781421366272,14.47949159872654,2.4132485993855486,12.76798321433328,OK,MITCHELL_run3_S5_W6_CT20.csv,MITCHELL_run3_S5_W6_results.csv,MITCHELL_run3_S5_W6_assignment.csv
ROSZIEG,8,14.0,10,0.0695180892944336,1,5,0.0,0.3073712626520944,0.33333333333333337,0.8928571428507653,12.5,13.0,1.29999999987,10.399999998128,12.29968770174744,19.99805958177696,1.9998059579777154,16.25899784049809,OK,ROSZIEG_run3_S8_W8_CT16.csv,ROSZIEG_run3_S8_W10_results.csv,ROSZIEG_run3_S8_W10_assignment.csv
BUXEY,9,29.0,12,0.5163130760192871,270,4,0.0,0.3766210609649047,0.1746031746031746,0.9310344827559454,27.0,18.0,1.499999999875,5.555555554886831,29.011674058176,87.98969873806686,7.3324748942278655,25.27422195379554,OK,BUXEY_run1_S9_W11_CT33.csv,BUXEY_run1_S9_W12_results.csv,BUXEY_run1_S9_W12_assignment.csv
GUNTHER,9,54.0,9,0.6388490200042725,339,9,0.0,0.2918624244438769,0.30666666666666664,0.9938271604917823,53.666666666666664,3.9999993623188117,0.4444443735415964,0.8281572177639408,73.61034583116847,115.28936263103647,12.809929179802948,17.402348861408118,OK,GUNTHER_run1_S9_W10_CT50.csv,GUNTHER_run1_S9_W9_results.csv,GUNTHER_run1_S9_W9_assignment.csv
HESKIA,6,138.0,8,1.3034980297088623,677,10,0.0,0.18032993338319758,0.5500000000000002,0.9275362318832178,128.0,66.0,8.24999999896875,6.4453124991439825,196.38581857772252,49.02919871366701,6.1286498384422945,3.120719144995485,OK,HESKIA_run1_S6_W6_CT205.csv,HESKIA_run1_S6_W8_results.csv,HESKIA_run1_S6_W8_assignment.csv
TONGE70,5,552.0,7,0.8259410858154297,87,2,0.0,0.14832263106628693,0.7551020408163311,0.9083850931674667,501.42857142857144,456.8571428571422,65.26530611312528,13.015873013987632,672.9259937850472,385.4855119063027,55.069358835890476,8.183568378159494,OK,TONGE70_run1_S5_W8_CT527.csv,TONGE70_run1_S5_W7_results.csv,TONGE70_run1_S5_W7_assignment.csv
SAWYER30,9,27.0,13,1.7992088794708252,1185,5,0.0,0.22498820361648997,0.5714285714285716,0.9230769230742932,24.923076923076923,23.230769230768104,1.7869822483831632,7.169990502484266,28.08323673455671,65.79094999756146,5.060842307115432,18.020865453545834,OK,SAWYER30_run1_S9_W14_CT25.csv,SAWYER30_run1_S9_W13_results.csv,SAWYER30_run1_S9_W13_assignment.csv
KILBRID,7,56.0,10,7.740122079849243,3494,10,0.0,0.1820726772597928,0.6437499999999999,0.9857142857125255,55.2,9.600000000000001,0.9599999999040001,1.7391304345771899,69.56849703782294,120.23187649781455,12.023187648579137,17.28251746170333,OK,KILBRID_run1_S7_W9_CT62.csv,KILBRID_run1_S7_W10_results.csv,KILBRID_run1_S7_W10_assignment.csv
LUTZ3,19,83.0,21,37.69380784034729,6788,10,0.0,0.16724342753768762,0.6783068783068773,0.9432013769357755,78.28571428571429,80.57142857142857,3.8367346936948494,4.900938477284832,102.76913347152549,288.78540418978713,13.751685913144545,13.381144170901225,OK,LUTZ3_run1_S19_W24_CT75.csv,LUTZ3_run1_S19_W21_results.csv,LUTZ3_run1_S19_W21_assignment.csv
ARC83,15,3985.0,20,261.89745903015137,70062,10,4.6558489660895995e-05,0.21543506815634067,0.644067796610167,0.9498996235884447,3785.35,2655.0,132.7499999933625,3.506941233791524,4527.702115736179,23277.87459333341,1163.8937296084757,25.70605794853569,OK,ARC83_run1_S15_W22_CT3786.csv,ARC83_run1_S15_W20_results.csv,ARC83_run1_S15_W20_assignment.csv
WARNECKE,14,86.0,19,579.2137069702148,202884,10,2.8891925747887987e-05,0.14824087512337483,0.7317073170731713,0.9473684210520518,81.47368421052632,62.52631578947377,3.290858725588574,4.039167686396348,82.56101810342604,216.7324743988961,11.406972336183639,13.816414329769657,OK,WARNECKE_run1_S14_W21_CT78.csv,WARNECKE_run1_S14_W19_results.csv,WARNECKE_run1_S14_W19_assignment.csv
MUKHERJE,18,192.0,23,5400.003487110138,207347,10,0.176531359525669,0.12938425448602686,0.8636363636363634,0.9528985507244218,182.95652173913044,217.39130434781973,9.451795840798606,5.166143163906363,241.32516285156137,1124.3106570354712,48.88307204289514,20.256102374521326,OK,MUKHERJE_run1_S18_W25_CT176.csv,MUKHERJE_run1_S18_W23_results.csv,MUKHERJE_run1_S18_W23_assignment.csv
LUTZ2,37,13.0,41,5400.001645088196,276841,10,0.39361299925168547,0.15017593348320157,0.777777777777777,0.9099437148200564,11.829268292682928,36.585365853657635,0.8923259964089101,7.543374401994336,11.78953338400708,77.17746629502011,1.882377226661896,15.966511694650631,OK,LUTZ2_run1_S37_W46_CT12.csv,LUTZ2_run1_S37_W41_results.csv,LUTZ2_run1_S37_W41_assignment.csv
WEE-MAG,22,50.0,32,5400.001214981079,189412,10,0.5603404115989112,0.07352033297924973,0.9245283018867926,0.9368749999994145,46.84375,84.56249733660262,2.6425780416862517,5.641260662585381,37.20853341878336,109.82499298764886,3.432031030756776,9.223773998391467,OK,WEE-MAG_run1_S22_W30_CT56.csv,WEE-MAG_run1_S22_W32_results.csv,WEE-MAG_run1_S22_W32_assignment.csv
