task_id,station,execution_time,ergonomic_value,area_binary
1,0,10.0,24.52850211875568,0
2,11,53.0,31.957849144292563,0
3,3,41.0,43.488251205671055,0
4,1,36.0,21.87846841852459,0
5,5,35.0,22.13399494123457,0
6,4,17.0,27.248769170066527,0
7,10,34.0,29.491006908539212,0
8,4,23.0,17.225952987715072,0
9,1,14.0,21.11145987284397,0
10,13,52.0,28.09295308618005,0
11,1,33.0,30.386634950477436,0
12,0,34.0,29.315514210023903,0
13,2,12.0,17.70052887969853,0
14,2,52.0,35.12322828866047,0
15,2,12.0,25.35178966340445,0
16,0,33.0,20.68842905741996,0
17,4,44.0,29.933922484924683,0
18,0,7.0,17.382151861002644,0
19,7,15.0,17.275849235490483,0
20,6,13.0,17.15610643854804,0
21,6,29.0,30.34482434750938,1
22,3,37.0,31.47725636088126,0
23,7,43.0,32.70656669617277,0
24,5,23.0,29.73133189557344,0
25,11,24.0,17.26661840028627,0
26,6,9.0,17.76694272132823,0
27,5,16.0,21.49350346974139,0
28,5,12.0,21.56342878255462,0
29,7,26.0,22.041957527918775,1
30,7,22.0,24.242853590041648,0
31,7,51.0,31.99408076504123,1
32,8,47.0,35.79258105744805,0
33,6,34.0,22.637475266802507,0
34,8,23.0,55.87875526647955,0
35,8,12.0,14.237758597870096,0
36,8,52.0,52.572927490321305,1
37,8,12.0,18.38964205711273,1
38,11,33.0,24.396235787769328,1
39,9,44.0,37.84217668887975,1
40,8,7.0,12.799882027687865,1
41,8,15.0,20.92811797389765,1
42,10,13.0,18.566880200539742,1
43,10,29.0,20.683529926449435,0
44,9,37.0,61.80053343130196,0
45,10,43.0,49.89739645383375,1
46,10,23.0,26.162867721679156,0
47,10,24.0,17.695043198302862,1
48,12,9.0,18.16445318106159,1
49,11,16.0,26.01033418598798,1
50,12,12.0,19.257364797782657,1
51,11,26.0,41.30635222828852,1
52,12,12.0,13.822196958537075,1
53,12,52.0,28.689468595225495,1
54,13,12.0,15.218314578703351,1
55,13,33.0,56.23933024820805,0
56,13,44.0,36.965229201177586,1
57,13,7.0,19.29390962603707,1
58,13,15.0,15.309859737187104,1
