task_id,execution_time,ergonomic_value,predecessors,area,previous_station,area_binary,jain_workload,gini_workload,norm_range_workload,cv_workload,jain_ergonomic,gini_ergonomic,norm_range_ergonomic,cv_ergonomic
0,1,4,[],external,0,0,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
1,7,3,[],internal,0,1,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
2,6,5,"[0, 1]",external,0,0,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
3,3,3,"[1, 0, 2]",internal,0,1,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
4,4,2,[3],external,0,0,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
5,1,3,"[1, 3]",internal,1,1,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
6,4,4,"[5, 4]",internal,1,1,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
7,5,3,"[3, 5]",internal,1,1,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
8,4,1,[7],external,2,0,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
9,7,4,[7],external,2,0,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
10,1,5,"[9, 0]",external,2,0,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
11,1,4,"[1, 9]",internal,2,1,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
12,5,5,"[7, 1]",internal,1,1,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
13,5,2,[],internal,1,1,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
14,7,5,"[10, 3]",internal,2,1,0.9994627988181574,0.01092896174863388,0.049180327866433754,0.023183828891362217,0.9971600993965212,0.025157232704402517,0.11320754716340334,0.05336654952351302
